setid,number,variant,theme,subtheme,year,name,pieces,price,image_url,owned_by,wanted_by,num_reviews,play_star_rating,prod_desc,review_difficulty,set_name,star_rating,val_star_rating
26441,41147,1,Disney,Frozen,2017,Anna's Snow Adventure,153.0,19.99,https://images.brickset.com/sets/images/41147-1.jpg,976,430,2.0,5.0,Take a break with Anna and her horse on their journey!,Easy,Anna's Snow Adventure,5.0,5.0
26464,41314,1,Friends,Not Available,2017,Stephanie's House,622.0,69.99,https://images.brickset.com/sets/images/41314-1.jpg,1545,632,8.0,4.6,Make cakes ready for a party at Stephanie’s House!,Average,Stephanie's House,4.1,3.3
27352,40263,1,Seasonal,Christmas,2017,Christmas Town Square,179.0,9.99,https://images.brickset.com/sets/images/40263-1.jpg,4544,883,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27565,70922,1,The LEGO Batman Movie,Not Available,2017,The Joker Manor,3444.0,269.99,https://images.brickset.com/sets/images/70922-1.jpg,2566,2130,19.0,4.9,Dare to enter The Joker™ Manor!,Challenging,The Joker™ Manor,5.0,4.9
27574,41498,1,BrickHeadz,Star Wars,2017,Boba Fett and Han Solo in Carbonite,329.0,39.99,https://images.brickset.com/sets/images/41498-1.jpg,461,1855,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26417,21034,1,Architecture,Skylines,2017,London,468.0,39.99,https://images.brickset.com/sets/images/21034-1.jpg,6530,1736,23.0,3.6,Celebrate London with this LEGO® Architecture Skyline model!,Average,London,4.7,4.1
26688,30522,1,The LEGO Batman Movie,Miscellaneous,2017,Batman in the Phantom Zone,59.0,4.72,https://images.brickset.com/sets/images/30522-1.jpg,5086,727,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26494,75169,1,Star Wars,Episode I,2017,Duel on Naboo,208.0,24.99,https://images.brickset.com/sets/images/75169-1.jpg,9265,1862,32.0,4.4,Battle it out at the generator core!,Easy,Duel on Naboo™,4.4,4.4
27147,71018,9,Collectable Minifigures,Series 17,2017,Connoisseur,6.0,3.99,https://images.brickset.com/sets/images/71018-9.jpg,6011,829,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
27144,71018,6,Collectable Minifigures,Series 17,2017,Hot Dog Man,7.0,3.99,https://images.brickset.com/sets/images/71018-6.jpg,6113,947,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
27148,71018,10,Collectable Minifigures,Series 17,2017,Battle Dwarf,8.0,3.99,https://images.brickset.com/sets/images/71018-10.jpg,5066,617,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
27139,71018,1,Collectable Minifigures,Series 17,2017,Professional Surfer,5.0,3.99,https://images.brickset.com/sets/images/71018-1.jpg,4764,657,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
26913,40174,1,Miscellaneous,Games,2017,LEGO Chess,1450.0,54.99,https://images.brickset.com/sets/images/40174-1.jpg,1817,794,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26902,30607,1,The LEGO Batman Movie,Promotional,2017,Disco Batman - Tears of Batman ,13.0,1.04,https://images.brickset.com/sets/images/30607-1.jpg,6517,1141,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26483,70624,1,Ninjago,The Hands of Time,2017,Vermillion Invader,313.0,29.99,https://images.brickset.com/sets/images/70624-1.jpg,966,432,5.0,4.2,Watch out for the mighty egg-launching Vermillion Invader!,Average,Vermillion Invader,4.6,4.0
26569,75879,1,Speed Champions,Ferrari,2017,Scuderia Ferrari SF16-H,184.0,14.99,https://images.brickset.com/sets/images/75879-1.jpg,4076,1029,11.0,4.8,Speed into race action with the awesome Scuderia Ferrari SF16-H!,Easy,Scuderia Ferrari SF16-H,4.7,4.7
26548,60149,1,City,Great Vehicles,2017,4x4 with Catamaran,198.0,19.99,https://images.brickset.com/sets/images/60149-1.jpg,3829,1067,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26696,70914,1,The LEGO Batman Movie,Not Available,2017,Bane Toxic Truck Attack,366.0,49.99,https://images.brickset.com/sets/images/70914-1.jpg,3253,1354,6.0,3.7,Protect Gotham City from Bane’s toxic attacks!,Average,Bane™ Toxic Truck Attack,4.0,3.0
26724,75191,1,Star Wars,Episode II,2017,Jedi Starfighter with Hyperdrive,825.0,99.99,https://images.brickset.com/sets/images/75191-1.jpg,3352,3079,15.0,4.7,Play at warp speed with Obi-Wan’s Jedi Starfighter With Hyperdrive!,Average,Jedi Starfighter™ With Hyperdrive,4.7,4.3
26796,60158,1,City,Jungle,2017,Jungle Cargo Helicopter ,201.0,19.99,https://images.brickset.com/sets/images/60158-1.jpg,2921,696,5.0,4.3,Fly into the jungle and explore the hidden temple!,Average,Jungle Cargo Helicopter,4.4,3.8
26423,31056,1,Creator,Not Available,2017,Green Cruiser,122.0,9.99,https://images.brickset.com/sets/images/31056-1.jpg,2378,343,6.0,4.5,Take an open-top drive in the cool 3-in-1 Green Cruiser!,Easy,Green Cruiser,4.5,4.7
27655,SWMF,1,Star Wars,Promotional,2017,Millennium Falcon,20.0,4.99,https://images.brickset.com/sets/images/SWMF-1.jpg,1500,460,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26504,42057,1,Technic,Not Available,2017,Ultralight Helicopter,199.0,19.99,https://images.brickset.com/sets/images/42057-1.jpg,3115,438,9.0,4.3,Take to the skies with the Ultralight Helicopter!,Easy,Ultralight Helicopter,4.7,4.8
24923,70608,1,The LEGO Ninjago Movie,Not Available,2017,Master Falls,312.0,29.99,https://images.brickset.com/sets/images/70608-1.jpg,3537,937,10.0,3.5,Battle against evil Jungle Garmadon on the jungle bridge!,Easy,Master Falls,4.0,3.6
26530,76077,1,Marvel Super Heroes,Comics,2017,Iron Man: Detroit Steel Strikes,377.0,29.99,https://images.brickset.com/sets/images/76077-1.jpg,4939,1390,10.0,4.8,Send in Iron Man to rescue Agent Coulson from Detroit Steel!,Easy,Iron Man: Detroit Steel Strikes,4.6,4.3
26507,42060,1,Technic,Not Available,2017,Roadwork Crew,365.0,29.99,https://images.brickset.com/sets/images/42060-1.jpg,2166,432,10.0,4.6,Call in the Roadwork Crew!,Easy,Roadwork Crew,4.8,4.6
26550,60151,1,City,Great Vehicles,2017,Dragster Transporter,333.0,29.99,https://images.brickset.com/sets/images/60151-1.jpg,2012,808,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26553,76079,1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,Ravager Attack,197.0,19.99,https://images.brickset.com/sets/images/76079-1.jpg,5166,1114,9.0,4.3,Team up with Mantis and Rocket and fight back against Taserface!,Easy,Ravager Attack,4.4,4.8
26558,10707,1,Classic,Not Available,2017,Red Creative Box,55.0,4.99,https://images.brickset.com/sets/images/10707-1.jpg,2802,167,4.0,4.3,Unleash your imagination with the LEGO® Red Creativity Box!,Average,Red Creativity Box,4.5,4.3
26602,75171,1,Star Wars,Rogue One,2017,Battle on Scarif,419.0,49.99,https://images.brickset.com/sets/images/75171-1.jpg,5350,2222,19.0,4.3,Uncover the Death Star plans at the beach bunker!,Easy,Battle on Scarif,3.8,2.7
26798,60160,1,City,Jungle,2017,Jungle Mobile Lab,426.0,59.99,https://images.brickset.com/sets/images/60160-1.jpg,2815,1142,3.0,4.7,Watch your step while you explore new things in the jungle!,Average,Jungle Mobile Lab,5.0,4.7
26794,60156,1,City,Jungle,2017,Jungle Buggy,53.0,6.99,https://images.brickset.com/sets/images/60156-1.jpg,3562,647,5.0,3.8,Explore the depths of the jungle and find something amazing!,Easy,Jungle Buggy,3.6,4.2
26787,60155,1,City,Seasonal,2017,City Advent Calendar,248.0,29.99,https://images.brickset.com/sets/images/60155-1.jpg,3719,486,8.0,3.4,Celebrate 24 fun days with the LEGO® City Advent Calendar!,Easy,LEGO® City Advent Calendar,3.8,3.5
26723,75175,1,Star Wars,Episode VI,2017,A-wing Starfighter,358.0,39.99,https://images.brickset.com/sets/images/75175-1.jpg,4907,2908,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26737,42068,1,Technic,Not Available,2017,Airport Rescue Vehicle,1094.0,99.99,https://images.brickset.com/sets/images/42068-1.jpg,1817,1003,12.0,4.0,Mobilize the Airport Rescue Vehicle!,Average,Airport Rescue Vehicle,4.8,4.6
26691,70910,1,The LEGO Batman Movie,Not Available,2017,Scarecrow Special Delivery,204.0,19.99,https://images.brickset.com/sets/images/70910-1.jpg,4276,1291,8.0,4.1,Help Batman™ to stop Scarecrow™ delivering a special scare pizza!,Average,Scarecrow™ Special Delivery,4.4,4.1
26908,30351,1,City,Police,2017,Police Helicopter,44.0,3.52,https://images.brickset.com/sets/images/30351-1.jpg,3008,397,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26912,40236,1,Seasonal,Valentine's Day,2017,Romantic Valentine Picnic,126.0,9.99,https://images.brickset.com/sets/images/40236-1.jpg,4691,838,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26915,30400,1,Friends,Not Available,2017,Gymnastic Bar,26.0,2.08,https://images.brickset.com/sets/images/30400-1.jpg,1286,235,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26932,30476,1,Creator,Not Available,2017,Happy Turtle,33.0,2.64,https://images.brickset.com/sets/images/30476-1.jpg,1181,513,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26869,71017,15,Collectable Minifigures,The LEGO Batman Movie,2017,Zodiac Master,5.0,3.99,https://images.brickset.com/sets/images/71017-20.jpg,5722,464,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26801,60168,1,City,Coast Guard,2017,Sailboat Rescue,195.0,29.99,https://images.brickset.com/sets/images/60168-1.jpg,1080,974,0.0,0.0,Rescue the sailor off the rocks just in time!,Not Available,Sailboat Rescue,0.0,0.0
27019,41596,1,BrickHeadz,Disney,2017,Beast,116.0,9.99,https://images.brickset.com/sets/images/41596-1.jpg,4405,466,2.0,5.0,Bring a classic Disney tale to life with a LEGO® BrickHeadz construction character featuring Beast!,Average,Beast,5.0,5.0
27145,71018,7,Collectable Minifigures,Series 17,2017,Butterfly Girl,9.0,3.99,https://images.brickset.com/sets/images/71018-7.jpg,4718,553,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
27269,71019,8,Collectable Minifigures,The LEGO Ninjago Movie,2017,Cole,5.0,3.99,https://images.brickset.com/sets/images/71019-18.jpg,3899,491,22.0,4.3,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,4.1
27264,71019,5,Collectable Minifigures,The LEGO Ninjago Movie,2017,Garmadon,7.0,3.99,https://images.brickset.com/sets/images/71019-13.jpg,3769,424,22.0,4.3,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,4.1
27265,71019,15,Collectable Minifigures,The LEGO Ninjago Movie,2017,Flashback Garmadon,8.0,3.99,https://images.brickset.com/sets/images/71019-14.jpg,3472,391,22.0,4.3,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,4.1
26419,60135,1,City,Police,2017,ATV Arrest,47.0,6.99,https://images.brickset.com/sets/images/60135-1.jpg,2560,554,5.0,4.3,Chase down the crook with the ATV!,Very Easy,ATV Arrest,4.4,4.6
26420,60138,1,City,Police,2017,High-speed Chase,294.0,39.99,https://images.brickset.com/sets/images/60138-1.jpg,3393,776,14.0,4.2,Help Chase McCain and the police nab the crook!,Average,High-speed Chase,4.2,4.1
26448,41184,1,Elves,Not Available,2017,Aira's Airship & the Amulet Chase,343.0,39.99,https://images.brickset.com/sets/images/41184-1.jpg,1438,509,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26432,31065,1,Creator,Not Available,2017,Park Street Townhouse,566.0,49.99,https://images.brickset.com/sets/images/31065-1.jpg,3669,2071,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27302,40170,1,City,General,2017,Build My City Accessory Set,100.0,9.99,https://images.brickset.com/sets/images/40170-1.jpg,2420,1171,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27298,30497,1,Star Wars,The Last Jedi,2017,First Order Heavy Assault Walker,54.0,4.32,https://images.brickset.com/sets/images/30497-1.jpg,5566,576,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26711,75177,1,Star Wars,The Last Jedi,2017,First Order Heavy Scout Walker,554.0,49.99,https://images.brickset.com/sets/images/75177-1.jpg,3864,1097,9.0,3.9,Stomp into battle with the First Order Heavy Scout Walker!,Challenging,First Order Heavy Scout Walker™,4.0,3.8
26703,76085,1,DC Comics Super Heroes,DC Extended Universe,2017,Battle of Atlantis,197.0,19.99,https://images.brickset.com/sets/images/76085-1.jpg,4186,715,9.0,3.9,Protect the precious Mother Box from the evil Parademon™!,Easy,Battle of Atlantis,4.2,3.9
24926,70611,1,The LEGO Ninjago Movie,Not Available,2017,Water Strider,494.0,29.99,https://images.brickset.com/sets/images/70611-1.jpg,2908,717,21.0,4.6,Smash the shark army out of the water with the Water Strider!,Average,Water Strider,4.5,4.8
26730,21036,1,Architecture,Landmark Series,2017,Arc de Triomphe,386.0,39.99,https://images.brickset.com/sets/images/21036-1.jpg,3825,1613,14.0,4.1,Experience the grandeur of the Arc de Triomphe!,Average,Arc de Triomphe,4.4,3.6
26858,71017,14,Collectable Minifigures,The LEGO Batman Movie,2017,Orca,4.0,3.99,https://images.brickset.com/sets/images/71017-9.jpg,6457,720,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26445,41181,1,Elves,Not Available,2017,Naida's Gondola & the Goblin Thief,67.0,9.99,https://images.brickset.com/sets/images/41181-1.jpg,1318,356,3.0,5.0,Protect the crystals from the goblin thief!,Easy,Naida's Gondola & the Goblin Thief,5.0,5.0
26456,41306,1,Friends,Summer,2017,Mia's Beach Scooter,79.0,9.99,https://images.brickset.com/sets/images/41306-1.jpg,1328,324,1.0,3.0,Hop on the scooter and zoom off to catch some waves!,Easy,Mia's Beach Scooter,4.0,5.0
27617,951704,1,City,Magazine Gift,2017,Fireman,0.0,0.0,https://images.brickset.com/sets/images/CITY951704-1.jpg,420,155,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27537,5004939,1,The LEGO Batman Movie,Promotional,2017,The LEGO Batman Movie Minifigure Collection,27.0,19.99,https://images.brickset.com/sets/images/5004939-1.jpg,3593,875,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27549,40253,1,Seasonal,Christmas,2017,Christmas Build-Up,254.0,20.32,https://images.brickset.com/sets/images/40253-1.jpg,4443,252,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27459,10259,1,Creator Expert,Winter Village,2017,Winter Village Station,902.0,79.99,https://images.brickset.com/sets/images/10259-1.jpg,8896,2103,51.0,3.8,Head home for the holidays with the Winter Village Station!,Average,Winter Village Station,3.8,3.4
27326,11914,1,DC Comics Super Heroes,Not Available,2017,DC Comics Super Heroes Build Your Own Adventure parts,80.0,6.4,https://images.brickset.com/sets/images/11914-1.jpg,791,236,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27271,71019,12,Collectable Minifigures,The LEGO Ninjago Movie,2017,Shark Army Octopus,8.0,3.99,https://images.brickset.com/sets/images/71019-20.jpg,3798,470,22.0,4.3,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,4.1
27295,40177,1,City,Jungle,2017,City Jungle Explorer Kit,40.0,3.2,https://images.brickset.com/sets/images/40177-1.jpg,719,1248,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27296,5004394,1,The LEGO Ninjago Movie,Promotional,2017,Movie Maker,46.0,3.68,https://images.brickset.com/sets/images/5004394-1.jpg,374,245,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27390,40262,1,Seasonal,Christmas,2017,Christmas Train Ride,169.0,9.99,https://images.brickset.com/sets/images/40262-1.jpg,5351,758,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
24947,71255,1,Dimensions,Team Pack,2017,Teen Titans Go! Team Pack,105.0,24.99,https://images.brickset.com/sets/images/71255-1.jpg,1989,1254,2.0,3.5,Fight off villains with Raven and Beast Boy in the Teen Titans Go!™ Team Pack!,Easy,Teen Titans Go!™ Team Pack,4.0,3.5
26455,41305,1,Friends,Not Available,2017,Emma's Photo Studio,96.0,9.99,https://images.brickset.com/sets/images/41305-1.jpg,1371,383,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26460,41310,1,Friends,Party,2017,Heartlake Gift Delivery,185.0,19.99,https://images.brickset.com/sets/images/41310-1.jpg,1094,407,1.0,4.0,Drive the van to send special gifts all around Heartlake City!,Easy,Heartlake Gift Delivery,4.0,5.0
26433,41230,1,DC Super Hero Girls,Not Available,2017,Batgirl Batjet Chase,206.0,24.99,https://images.brickset.com/sets/images/41230-1.jpg,1689,299,4.0,5.0,Recover Batgirl’s ePad from the evil Kryptomite™!,Easy,Batgirl™ Batjet Chase,4.5,4.3
26436,41233,1,DC Super Hero Girls,Not Available,2017,Lashina Tank,145.0,14.99,https://images.brickset.com/sets/images/41233-1.jpg,1404,245,2.0,4.5,Rescue Krypto™ from Lashina’s clutches!,Average,Lashina™ Tank,4.0,5.0
26437,41234,1,DC Super Hero Girls,Not Available,2017,Bumblebee Helicopter,142.0,14.99,https://images.brickset.com/sets/images/41234-1.jpg,1330,275,2.0,4.5,Keep the crystals from the evil Kryptomites!,Average,Bumblebee™ Helicopter,4.0,3.5
26415,21032,1,Architecture,Skylines,2017,Sydney,361.0,29.99,https://images.brickset.com/sets/images/21032-1.jpg,4321,1462,7.0,4.2,Celebrate Sydney with this LEGO® Architecture Skyline model!,Easy,Sydney,4.6,4.2
26430,31063,1,Creator,Not Available,2017,Beachside Vacation,275.0,29.99,https://images.brickset.com/sets/images/31063-1.jpg,2753,1159,5.0,4.0,Enjoy the beach life with the 3-in-1 Beachside Vacation!,Average,Beachside Vacation,4.2,3.4
26337,76072,1,Marvel Super Heroes,Mighty Micros,2017,Mighty Micros: Iron Man vs. Thanos,94.0,9.99,https://images.brickset.com/sets/images/76072-1.jpg,3675,1002,10.0,4.4,Thrust Iron Man into battle against evil Thanos!,Very Easy,Mighty Micros: Iron Man vs. Thanos,4.4,4.6
26859,71017,10,Collectable Minifigures,The LEGO Batman Movie,2017,Pink Power Batgirl,7.0,3.99,https://images.brickset.com/sets/images/71017-10.jpg,6142,505,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26853,71017,4,Collectable Minifigures,The LEGO Batman Movie,2017,Clan of the Cave Batman,6.0,3.99,https://images.brickset.com/sets/images/71017-4.jpg,6179,526,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26933,30612,1,The LEGO Batman Movie,Promotional,2017,Batgirl,9.0,0.72,https://images.brickset.com/sets/images/30612-1.jpg,1511,869,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26929,30353,1,City,Construction,2017,Tractor,43.0,3.44,https://images.brickset.com/sets/images/30353-1.jpg,1093,1040,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26916,30521,1,The LEGO Batman Movie,Miscellaneous,2017,The Mini Batmobile,68.0,5.44,https://images.brickset.com/sets/images/30521-1.jpg,2519,715,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26907,30496,1,Star Wars,Rogue One,2017,U-Wing Fighter,55.0,3.99,https://images.brickset.com/sets/images/30496-1.jpg,3344,798,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26909,30425,1,Ninjago,General,2017,CRU Master's Training Grounds,43.0,3.44,https://images.brickset.com/sets/images/30425-1.jpg,1641,454,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26895,30376,1,Nexo Knights,Miscellaneous,2017,Knighton Rider,42.0,3.36,https://images.brickset.com/sets/images/30376-1.jpg,1060,377,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27020,40265,1,Friends,Not Available,2017,Tic-Tac-Toe,58.0,4.64,https://images.brickset.com/sets/images/40265-1.jpg,1687,269,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27013,41588,1,BrickHeadz,DC Comics Super Heroes,2017,The Joker,151.0,9.99,https://images.brickset.com/sets/images/41588-1.jpg,5517,587,12.0,3.3,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,Easy,The Joker™,4.8,4.7
27014,41589,1,BrickHeadz,Marvel Super Heroes,2017,Captain America,79.0,9.99,https://images.brickset.com/sets/images/41589-1.jpg,4832,752,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27003,40260,1,Seasonal,Halloween,2017,Halloween Haunt,145.0,9.99,https://images.brickset.com/sets/images/40260-1.jpg,4245,1029,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26942,17101,1,Boost,Not Available,2017,Boost Creative Toolbox,843.0,159.99,https://images.brickset.com/sets/images/17101-1.jpg,2663,719,63.0,3.8,Bring your LEGO® creations to life!,Average,BOOST Creative Toolbox,3.4,3.5
26935,30551,1,Disney,Cinderella,2017,Cinderella's Kitchen,37.0,2.96,https://images.brickset.com/sets/images/30551-1.jpg,1188,356,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26956,70354,1,Nexo Knights,Season 4,2017,Axl's Rumble Maker,393.0,39.99,https://images.brickset.com/sets/images/70354-1.jpg,591,361,1.0,0.0,Keep trouble at bay with Axl’s 3-in-1 Rumble Maker!,Not Available,Axl's Rumble Maker,5.0,0.0
26957,70355,1,Nexo Knights,Season 4,2017,Aaron's Rock Climber,598.0,59.99,https://images.brickset.com/sets/images/70355-1.jpg,684,431,1.0,5.0,Run rings around the Krakenbeast with Aaron’s 3-in-1 Rock Climber!,Average,Aaron's Rock Climber,5.0,4.0
27266,71019,1,Collectable Minifigures,The LEGO Ninjago Movie,2017,Kai Kendo,7.0,3.99,https://images.brickset.com/sets/images/71019-15.jpg,3592,398,22.0,4.3,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,4.1
27251,71019,14,Collectable Minifigures,The LEGO Ninjago Movie,2017,Shark Army Great White,6.0,3.99,https://images.brickset.com/sets/images/71019-8.jpg,3539,416,22.0,4.3,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,4.1
27253,71019,17,Collectable Minifigures,The LEGO Ninjago Movie,2017,Gong & Guitar Rocker,6.0,3.99,https://images.brickset.com/sets/images/71019-10.jpg,3770,477,22.0,4.3,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,4.1
27205,30610,1,Marvel Super Heroes,Comics,2017,Giant Man Hank Pym,3.0,0.24,https://images.brickset.com/sets/images/30610-1.jpg,1324,1065,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27220,71343,1,Dimensions,Fun Pack,2017,Buttercup Fun Pack,56.0,14.99,https://images.brickset.com/sets/images/71343-1.jpg,2641,606,1.0,4.0,"Save the world before bedtime in the LEGO® DIMENSIONS™ multiverse with Buttercup™, the toughest fighter!",Easy,The Powerpuff Girls™ Fun Pack,5.0,5.0
27221,71346,1,Dimensions,Team Pack,2017,The Powerpuff Girls Team Pack,93.0,24.99,https://images.brickset.com/sets/images/71346-1.jpg,2643,638,0.0,0.0,"Sugar, spice and everything nice! Bring Townsville to life in the LEGO® DIMENSIONS™ multiverse with Blossom™ and Bubbles™!",Not Available,The Powerpuff Girls™ Team Pack,0.0,0.0
27193,40173,1,Miscellaneous,Photo frames,2017,Picture Frame,268.0,16.99,https://images.brickset.com/sets/images/40173-1.jpg,907,170,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
27150,71018,12,Collectable Minifigures,Series 17,2017,Yuppie,7.0,3.99,https://images.brickset.com/sets/images/71018-12.jpg,5130,626,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
27140,71018,2,Collectable Minifigures,Series 17,2017,Circus Strong Man,5.0,3.99,https://images.brickset.com/sets/images/71018-2.jpg,5079,460,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
27152,71018,14,Collectable Minifigures,Series 17,2017,Dance Instructor,6.0,3.99,https://images.brickset.com/sets/images/71018-14.jpg,4622,535,26.0,4.3,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1,3.3
27040,71267,1,Dimensions,Level Pack,2017,The Goonies Level Pack,118.0,29.99,https://images.brickset.com/sets/images/71267-1.jpg,3573,1007,2.0,5.0,Search for treasure while avoiding the Fratelli family in the Goonies™ Level Pack!,Average,Goonies™ Level Pack,5.0,5.0
26726,71042,1,Pirates of the Caribbean,Dead Men Tell No Tales,2017,Silent Mary,2294.0,199.99,https://images.brickset.com/sets/images/71042-1.jpg,3622,2082,52.0,3.3,Discover the secrets of the Silent Mary!,Average,Silent Mary,4.5,4.3
26716,75184,1,Star Wars,Seasonal,2017,Star Wars Advent Calendar,309.0,39.99,https://images.brickset.com/sets/images/75184-1.jpg,6746,1055,26.0,3.5,Launch into the holidays with the LEGO® Star Wars Advent Calendar!,Easy,LEGO® Star Wars™ Advent Calendar,3.2,2.7
26742,31069,1,Creator,Modular,2017,Modular Family Villa,728.0,69.99,https://images.brickset.com/sets/images/31069-1.jpg,2641,1781,11.0,3.2,Build and enjoy the delightful 3-in-1 Family Villa!,Average,Modular Family Villa,3.4,3.2
26705,76087,1,DC Comics Super Heroes,DC Extended Universe,2017,Flying Fox: Batmobile Airlift Attack,955.0,129.99,https://images.brickset.com/sets/images/76087-1.jpg,1768,1051,13.0,4.1,Unleash the Batmobile from The Flying Fox!,Average,Flying Fox: Batmobile Airlift Attack,3.7,3.0
26712,75178,1,Star Wars,The Force Awakens,2017,Jakku Quadjumper,457.0,49.99,https://images.brickset.com/sets/images/75178-1.jpg,4392,1961,12.0,4.4,Escape Jakku in the powerful Quadjumper!,Easy,Jakku Quadjumper™,4.3,3.6
26700,76082,1,Marvel Super Heroes,Spider-Man: Homecoming,2017,ATM Heist Battle,185.0,19.99,https://images.brickset.com/sets/images/76082-1.jpg,3343,1171,9.0,3.9,Foil the masked robbers’ bank raid!,Easy,ATM Heist Battle,3.9,4.2
26652,60141,1,City,Police,2017,Police Station,894.0,99.99,https://images.brickset.com/sets/images/60141-1.jpg,2720,1202,10.0,4.2,Throw the crooks back in jail after they break out!,Easy,Police Station,4.7,4.0
26788,60169,1,City,Cargo,2017,Cargo Terminal,740.0,79.99,https://images.brickset.com/sets/images/60169-1.jpg,2495,1625,4.0,5.0,Load up the truck and deliver the goods!,Average,Cargo Terminal,5.0,4.3
26791,60165,1,City,Coast Guard,2017,4 x 4 Response Unit ,347.0,39.99,https://images.brickset.com/sets/images/60165-1.jpg,2341,886,2.0,4.5,Race to the rescue on land and sea!,Very Easy,4 x 4 Response Unit,5.0,5.0
26759,41321,1,Friends,Snow Resort,2017,Snow Resort Off-Roader,141.0,14.99,https://images.brickset.com/sets/images/41321-1.jpg,936,355,0.0,0.0,Not Available,Not Available,Not Available,0.0,0.0
26621,75883,1,Speed Champions,Mercedes,2017,Mercedes AMG Petronas Formula One Team,941.0,99.99,https://images.brickset.com/sets/images/75883-1.jpg,1754,1408,8.0,4.6,Play every role of a top motor racing team on race day!,Average,MERCEDES AMG PETRONAS Formula One™ Team,4.6,4.3
